Values, R:100000C:6e-05E:12
Time,Vc
2.311, 3.83595
2.3112, 3.83623
2.3114, 3.8365
2.3116, 3.83677
2.3118, 3.83704
2.312, 3.83731
2.3122, 3.83759
2.3124, 3.83786
2.3126, 3.83813
2.3128, 3.8384
2.313, 3.83867
2.3132, 3.83895
2.3134, 3.83922
2.3136, 3.83949
2.3138, 3.83976
2.314, 3.84003
2.3142, 3.84031
2.3144, 3.84058
2.3146, 3.84085
2.3148, 3.84112
2.315, 3.84139
2.3152, 3.84167
2.3154, 3.84194
2.3156, 3.84221
2.3158, 3.84248
2.316, 3.84275
2.3162, 3.84303
2.3164, 3.8433
2.3166, 3.84357
2.3168, 3.84384
2.317, 3.84411
2.3172, 3.84438
2.3174, 3.84466
2.3176, 3.84493
2.3178, 3.8452
2.318, 3.84547
2.3182, 3.84574
2.3184, 3.84602
2.3186, 3.84629
2.3188, 3.84656
2.319, 3.84683
2.3192, 3.8471
2.3194, 3.84737
2.3196, 3.84765
2.3198, 3.84792
2.32, 3.84819
2.3202, 3.84846
2.3204, 3.84873
2.3206, 3.84901
2.3208, 3.84928
2.321, 3.84955
2.3212, 3.84982
2.3214, 3.85009
2.3216, 3.85036
2.3218, 3.85064
2.322, 3.85091
2.3222, 3.85118
2.3224, 3.85145
2.3226, 3.85172
2.3228, 3.85199
2.323, 3.85226
2.3232, 3.85254
2.3234, 3.85281
2.3236, 3.85308
2.3238, 3.85335
2.324, 3.85362
2.3242, 3.85389
2.3244, 3.85417
2.3246, 3.85444
2.3248, 3.85471
2.325, 3.85498
2.3252, 3.85525
2.3254, 3.85552
2.3256, 3.85579
2.3258, 3.85607
2.326, 3.85634
2.3262, 3.85661
2.3264, 3.85688
2.3266, 3.85715
2.3268, 3.85742
2.327, 3.85769
2.3272, 3.85797
2.3274, 3.85824
2.3276, 3.85851
2.3278, 3.85878
2.328, 3.85905
2.3282, 3.85932
2.3284, 3.85959
2.3286, 3.85987
2.3288, 3.86014
2.329, 3.86041
2.3292, 3.86068
2.3294, 3.86095
2.3296, 3.86122
2.3298, 3.86149
2.33, 3.86177
2.3302, 3.86204
2.3304, 3.86231
2.3306, 3.86258
2.3308, 3.86285
2.331, 3.86312
2.3312, 3.86339
2.3314, 3.86366
2.3316, 3.86393
2.3318, 3.86421
2.332, 3.86448
2.3322, 3.86475
2.3324, 3.86502
2.3326, 3.86529
2.3328, 3.86556
2.333, 3.86583
2.3332, 3.8661
2.3334, 3.86638
2.3336, 3.86665
2.3338, 3.86692
2.334, 3.86719
2.3342, 3.86746
2.3344, 3.86773
2.3346, 3.868
2.3348, 3.86827
2.335, 3.86854
2.3352, 3.86882
2.3354, 3.86909
2.3356, 3.86936
2.3358, 3.86963
2.336, 3.8699
2.3362, 3.87017
2.3364, 3.87044
2.3366, 3.87071
2.3368, 3.87098
2.337, 3.87125
2.3372, 3.87153
2.3374, 3.8718
2.3376, 3.87207
2.3378, 3.87234
2.338, 3.87261
2.3382, 3.87288
2.3384, 3.87315
2.3386, 3.87342
2.3388, 3.87369
2.339, 3.87396
2.3392, 3.87423
2.3394, 3.8745
2.3396, 3.87478
2.3398, 3.87505
2.34, 3.87532
2.3402, 3.87559
2.3404, 3.87586
2.3406, 3.87613
2.3408, 3.8764
2.341, 3.87667
2.3412, 3.87694
2.3414, 3.87721
2.3416, 3.87748
2.3418, 3.87775
2.342, 3.87803
2.3422, 3.8783
2.3424, 3.87857
2.3426, 3.87884
2.3428, 3.87911
2.343, 3.87938
2.3432, 3.87965
2.3434, 3.87992
2.3436, 3.88019
2.3438, 3.88046
2.344, 3.88073
2.3442, 3.881
2.3444, 3.88127
2.3446, 3.88154
2.3448, 3.88181
2.345, 3.88209
2.3452, 3.88236
2.3454, 3.88263
2.3456, 3.8829
2.3458, 3.88317
2.346, 3.88344
2.3462, 3.88371
2.3464, 3.88398
2.3466, 3.88425
2.3468, 3.88452
2.347, 3.88479
2.3472, 3.88506
2.3474, 3.88533
2.3476, 3.8856
2.3478, 3.88587
2.348, 3.88614
2.3482, 3.88641
2.3484, 3.88668
2.3486, 3.88695
2.3488, 3.88722
2.349, 3.8875
2.3492, 3.88777
2.3494, 3.88804
2.3496, 3.88831
2.3498, 3.88858
2.35, 3.88885
2.3502, 3.88912
2.3504, 3.88939
2.3506, 3.88966
2.3508, 3.88993
2.351, 3.8902
2.3512, 3.89047
2.3514, 3.89074
2.3516, 3.89101
2.3518, 3.89128
2.352, 3.89155
2.3522, 3.89182
2.3524, 3.89209
2.3526, 3.89236
2.3528, 3.89263
2.353, 3.8929
2.3532, 3.89317
2.3534, 3.89344
2.3536, 3.89371
2.3538, 3.89398
2.354, 3.89425
2.3542, 3.89452
2.3544, 3.89479
2.3546, 3.89506
2.3548, 3.89533
2.355, 3.8956
2.3552, 3.89587
2.3554, 3.89614
2.3556, 3.89641
2.3558, 3.89668
2.356, 3.89695
2.3562, 3.89722
2.3564, 3.89749
2.3566, 3.89776
2.3568, 3.89803
2.357, 3.8983
2.3572, 3.89857
2.3574, 3.89884
2.3576, 3.89911
2.3578, 3.89939
2.358, 3.89966
2.3582, 3.89993
2.3584, 3.9002
2.3586, 3.90047
2.3588, 3.90074
2.359, 3.901
2.3592, 3.90127
2.3594, 3.90154
2.3596, 3.90181
2.3598, 3.90208
2.36, 3.90235
2.3602, 3.90262
2.3604, 3.90289
2.3606, 3.90316
2.3608, 3.90343
2.361, 3.9037
2.3612, 3.90397
2.3614, 3.90424
2.3616, 3.90451
2.3618, 3.90478
2.362, 3.90505
2.3622, 3.90532
2.3624, 3.90559
2.3626, 3.90586
2.3628, 3.90613
2.363, 3.9064
2.3632, 3.90667
2.3634, 3.90694
2.3636, 3.90721
2.3638, 3.90748
2.364, 3.90775
2.3642, 3.90802
2.3644, 3.90829
2.3646, 3.90856
2.3648, 3.90883
2.365, 3.9091
2.3652, 3.90937
2.3654, 3.90964
2.3656, 3.90991
2.3658, 3.91018
2.366, 3.91045
2.3662, 3.91072
2.3664, 3.91099
2.3666, 3.91126
2.3668, 3.91153
2.367, 3.9118
2.3672, 3.91207
2.3674, 3.91234
2.3676, 3.91261
2.3678, 3.91287
2.368, 3.91314
2.3682, 3.91341
2.3684, 3.91368
2.3686, 3.91395
2.3688, 3.91422
2.369, 3.91449
2.3692, 3.91476
2.3694, 3.91503
2.3696, 3.9153
2.3698, 3.91557
2.37, 3.91584
2.3702, 3.91611
2.3704, 3.91638
2.3706, 3.91665
2.3708, 3.91692
2.371, 3.91719
2.3712, 3.91746
2.3714, 3.91773
2.3716, 3.918
2.3718, 3.91826
2.372, 3.91853
2.3722, 3.9188
2.3724, 3.91907
2.3726, 3.91934
2.3728, 3.91961
2.373, 3.91988
2.3732, 3.92015
2.3734, 3.92042
2.3736, 3.92069
2.3738, 3.92096
2.374, 3.92123
2.3742, 3.9215
2.3744, 3.92177
2.3746, 3.92204
2.3748, 3.9223
2.375, 3.92257
2.3752, 3.92284
2.3754, 3.92311
2.3756, 3.92338
2.3758, 3.92365
2.376, 3.92392
2.3762, 3.92419
2.3764, 3.92446
2.3766, 3.92473
2.3768, 3.925
2.377, 3.92527
2.3772, 3.92553
2.3774, 3.9258
2.3776, 3.92607
2.3778, 3.92634
2.378, 3.92661
2.3782, 3.92688
2.3784, 3.92715
2.3786, 3.92742
2.3788, 3.92769
2.379, 3.92796
2.3792, 3.92823
2.3794, 3.92849
2.3796, 3.92876
2.3798, 3.92903
2.38, 3.9293
2.3802, 3.92957
2.3804, 3.92984
2.3806, 3.93011
2.3808, 3.93038
2.381, 3.93065
2.3812, 3.93092
2.3814, 3.93118
2.3816, 3.93145
2.3818, 3.93172
2.382, 3.93199
2.3822, 3.93226
2.3824, 3.93253
2.3826, 3.9328
2.3828, 3.93307
2.383, 3.93334
2.3832, 3.93361
2.3834, 3.93387
2.3836, 3.93414
2.3838, 3.93441
2.384, 3.93468
2.3842, 3.93495
2.3844, 3.93522
2.3846, 3.93549
2.3848, 3.93576
2.385, 3.93602
2.3852, 3.93629
2.3854, 3.93656
2.3856, 3.93683
2.3858, 3.9371
2.386, 3.93737
2.3862, 3.93764
2.3864, 3.93791
2.3866, 3.93817
2.3868, 3.93844
2.387, 3.93871
2.3872, 3.93898
2.3874, 3.93925
2.3876, 3.93952
2.3878, 3.93979
2.388, 3.94006
2.3882, 3.94032
2.3884, 3.94059
2.3886, 3.94086
2.3888, 3.94113
2.389, 3.9414
2.3892, 3.94167
2.3894, 3.94194
2.3896, 3.9422
2.3898, 3.94247
2.39, 3.94274
2.3902, 3.94301
2.3904, 3.94328
2.3906, 3.94355
2.3908, 3.94382
2.391, 3.94408
2.3912, 3.94435
2.3914, 3.94462
2.3916, 3.94489
2.3918, 3.94516
2.392, 3.94543
2.3922, 3.9457
2.3924, 3.94596
2.3926, 3.94623
2.3928, 3.9465
2.393, 3.94677
2.3932, 3.94704
2.3934, 3.94731
2.3936, 3.94757
2.3938, 3.94784
2.394, 3.94811
2.3942, 3.94838
2.3944, 3.94865
2.3946, 3.94892
2.3948, 3.94919
2.395, 3.94945
2.3952, 3.94972
2.3954, 3.94999
2.3956, 3.95026
2.3958, 3.95053
2.396, 3.9508
2.3962, 3.95106
2.3964, 3.95133
2.3966, 3.9516
2.3968, 3.95187
2.397, 3.95214
2.3972, 3.9524
2.3974, 3.95267
2.3976, 3.95294
2.3978, 3.95321
2.398, 3.95348
2.3982, 3.95375
2.3984, 3.95401
2.3986, 3.95428
2.3988, 3.95455
2.399, 3.95482
2.3992, 3.95509
2.3994, 3.95536
2.3996, 3.95562
2.3998, 3.95589
2.4, 3.95616
2.4002, 3.95643
2.4004, 3.9567
2.4006, 3.95696
2.4008, 3.95723
2.401, 3.9575
2.4012, 3.95777
2.4014, 3.95804
2.4016, 3.9583
2.4018, 3.95857
2.402, 3.95884
2.4022, 3.95911
2.4024, 3.95938
2.4026, 3.95964
2.4028, 3.95991
2.403, 3.96018
2.4032, 3.96045
2.4034, 3.96072
2.4036, 3.96098
2.4038, 3.96125
2.404, 3.96152
2.4042, 3.96179
2.4044, 3.96206
2.4046, 3.96232
2.4048, 3.96259
2.405, 3.96286
2.4052, 3.96313
2.4054, 3.9634
2.4056, 3.96366
2.4058, 3.96393
2.406, 3.9642
2.4062, 3.96447
2.4064, 3.96473
2.4066, 3.965
2.4068, 3.96527
2.407, 3.96554
2.4072, 3.96581
2.4074, 3.96607
2.4076, 3.96634
2.4078, 3.96661
2.408, 3.96688
2.4082, 3.96715
2.4084, 3.96741
2.4086, 3.96768
2.4088, 3.96795
2.409, 3.96822
2.4092, 3.96848
2.4094, 3.96875
2.4096, 3.96902
2.4098, 3.96929
2.41, 3.96955
2.4102, 3.96982
2.4104, 3.97009
2.4106, 3.97036
2.4108, 3.97063
2.411, 3.97089
2.4112, 3.97116
2.4114, 3.97143
2.4116, 3.9717
2.4118, 3.97196
2.412, 3.97223
2.4122, 3.9725
2.4124, 3.97277
2.4126, 3.97303
2.4128, 3.9733
2.413, 3.97357
2.4132, 3.97384
2.4134, 3.9741
2.4136, 3.97437
2.4138, 3.97464
2.414, 3.97491
2.4142, 3.97517
2.4144, 3.97544
2.4146, 3.97571
2.4148, 3.97598
2.415, 3.97624
2.4152, 3.97651
2.4154, 3.97678
2.4156, 3.97705
2.4158, 3.97731
2.416, 3.97758
2.4162, 3.97785
2.4164, 3.97812
2.4166, 3.97838
2.4168, 3.97865
2.417, 3.97892
2.4172, 3.97919
2.4174, 3.97945
2.4176, 3.97972
2.4178, 3.97999
2.418, 3.98025
2.4182, 3.98052
2.4184, 3.98079
2.4186, 3.98106
2.4188, 3.98132
2.419, 3.98159
2.4192, 3.98186
2.4194, 3.98213
2.4196, 3.98239
2.4198, 3.98266
2.42, 3.98293
2.4202, 3.98319
2.4204, 3.98346
2.4206, 3.98373
2.4208, 3.984
2.421, 3.98426
2.4212, 3.98453
2.4214, 3.9848
2.4216, 3.98507
2.4218, 3.98533
2.422, 3.9856
2.4222, 3.98587
2.4224, 3.98613
2.4226, 3.9864
2.4228, 3.98667
2.423, 3.98694
2.4232, 3.9872
2.4234, 3.98747
2.4236, 3.98774
2.4238, 3.988
2.424, 3.98827
2.4242, 3.98854
2.4244, 3.9888
2.4246, 3.98907
2.4248, 3.98934
2.425, 3.98961
2.4252, 3.98987
2.4254, 3.99014
2.4256, 3.99041
2.4258, 3.99067
2.426, 3.99094
2.4262, 3.99121
2.4264, 3.99147
2.4266, 3.99174
2.4268, 3.99201
2.427, 3.99228
2.4272, 3.99254
2.4274, 3.99281
2.4276, 3.99308
2.4278, 3.99334
2.428, 3.99361
2.4282, 3.99388
2.4284, 3.99414
2.4286, 3.99441
2.4288, 3.99468
2.429, 3.99494
2.4292, 3.99521
2.4294, 3.99548
2.4296, 3.99574
2.4298, 3.99601
2.43, 3.99628
2.4302, 3.99655
2.4304, 3.99681
2.4306, 3.99708
2.4308, 3.99735
2.431, 3.99761
2.4312, 3.99788
2.4314, 3.99815
2.4316, 3.99841
2.4318, 3.99868
2.432, 3.99895
2.4322, 3.99921
2.4324, 3.99948
2.4326, 3.99975
2.4328, 4.00001
2.433, 4.00028
2.4332, 4.00055
2.4334, 4.00081
2.4336, 4.00108
2.4338, 4.00135
2.434, 4.00161
2.4342, 4.00188
2.4344, 4.00215
2.4346, 4.00241
2.4348, 4.00268
2.435, 4.00295
2.4352, 4.00321
2.4354, 4.00348
2.4356, 4.00374
2.4358, 4.00401
2.436, 4.00428
2.4362, 4.00454
2.4364, 4.00481
2.4366, 4.00508
2.4368, 4.00534
2.437, 4.00561
2.4372, 4.00588
2.4374, 4.00614
2.4376, 4.00641
2.4378, 4.00668
2.438, 4.00694
2.4382, 4.00721
2.4384, 4.00748
2.4386, 4.00774
2.4388, 4.00801
2.439, 4.00827
2.4392, 4.00854
2.4394, 4.00881
2.4396, 4.00907
2.4398, 4.00934
2.44, 4.00961
2.4402, 4.00987
2.4404, 4.01014
2.4406, 4.01041
2.4408, 4.01067
2.441, 4.01094
2.4412, 4.0112
2.4414, 4.01147
2.4416, 4.01174
2.4418, 4.012
2.442, 4.01227
2.4422, 4.01254
2.4424, 4.0128
2.4426, 4.01307
2.4428, 4.01333
2.443, 4.0136
2.4432, 4.01387
2.4434, 4.01413
2.4436, 4.0144
2.4438, 4.01467
2.444, 4.01493
2.4442, 4.0152
2.4444, 4.01546
2.4446, 4.01573
2.4448, 4.016
2.445, 4.01626
2.4452, 4.01653
2.4454, 4.01679
2.4456, 4.01706
2.4458, 4.01733
2.446, 4.01759
2.4462, 4.01786
2.4464, 4.01813
2.4466, 4.01839
2.4468, 4.01866
2.447, 4.01892
2.4472, 4.01919
2.4474, 4.01946
2.4476, 4.01972
2.4478, 4.01999
2.448, 4.02025
2.4482, 4.02052
2.4484, 4.02079
2.4486, 4.02105
2.4488, 4.02132
2.449, 4.02158
2.4492, 4.02185
2.4494, 4.02212
2.4496, 4.02238
2.4498, 4.02265
2.45, 4.02291
2.4502, 4.02318
2.4504, 4.02344
2.4506, 4.02371
2.4508, 4.02398
2.451, 4.02424
2.4512, 4.02451
2.4514, 4.02477
2.4516, 4.02504
2.4518, 4.02531
2.452, 4.02557
2.4522, 4.02584
2.4524, 4.0261
2.4526, 4.02637
2.4528, 4.02663
2.453, 4.0269
2.4532, 4.02717
2.4534, 4.02743
2.4536, 4.0277
2.4538, 4.02796
2.454, 4.02823
2.4542, 4.02849
2.4544, 4.02876
2.4546, 4.02903
2.4548, 4.02929
2.455, 4.02956
2.4552, 4.02982
2.4554, 4.03009
2.4556, 4.03035
2.4558, 4.03062
2.456, 4.03089
2.4562, 4.03115
2.4564, 4.03142
2.4566, 4.03168
2.4568, 4.03195
2.457, 4.03221
2.4572, 4.03248
2.4574, 4.03275
2.4576, 4.03301
2.4578, 4.03328
2.458, 4.03354
2.4582, 4.03381
2.4584, 4.03407
2.4586, 4.03434
2.4588, 4.0346
2.459, 4.03487
2.4592, 4.03514
2.4594, 4.0354
2.4596, 4.03567
2.4598, 4.03593
2.46, 4.0362
2.4602, 4.03646
2.4604, 4.03673
2.4606, 4.03699
2.4608, 4.03726
2.461, 4.03752
2.4612, 4.03779
2.4614, 4.03806
2.4616, 4.03832
2.4618, 4.03859
2.462, 4.03885
2.4622, 4.03912
2.4624, 4.03938
2.4626, 4.03965
2.4628, 4.03991
2.463, 4.04018
2.4632, 4.04044
2.4634, 4.04071
2.4636, 4.04097
2.4638, 4.04124
2.464, 4.0415
2.4642, 4.04177
2.4644, 4.04203
2.4646, 4.0423
2.4648, 4.04257
2.465, 4.04283
2.4652, 4.0431
2.4654, 4.04336
2.4656, 4.04363
2.4658, 4.04389
2.466, 4.04416
2.4662, 4.04442
2.4664, 4.04469
2.4666, 4.04495
2.4668, 4.04522
2.467, 4.04548
2.4672, 4.04575
2.4674, 4.04601
2.4676, 4.04628
2.4678, 4.04654
2.468, 4.04681
2.4682, 4.04707
2.4684, 4.04734
2.4686, 4.0476
2.4688, 4.04787
2.469, 4.04813
2.4692, 4.0484
2.4694, 4.04866
2.4696, 4.04893
2.4698, 4.04919
2.47, 4.04946
2.4702, 4.04972
2.4704, 4.04999
2.4706, 4.05025
2.4708, 4.05052
2.471, 4.05078
2.4712, 4.05105
2.4714, 4.05131
2.4716, 4.05158
2.4718, 4.05184
2.472, 4.05211
2.4722, 4.05237
2.4724, 4.05264
2.4726, 4.0529
2.4728, 4.05317
2.473, 4.05343
2.4732, 4.0537
2.4734, 4.05396
2.4736, 4.05423
2.4738, 4.05449
2.474, 4.05476
2.4742, 4.05502
2.4744, 4.05529
2.4746, 4.05555
2.4748, 4.05582
2.475, 4.05608
2.4752, 4.05635
2.4754, 4.05661
2.4756, 4.05688
2.4758, 4.05714
2.476, 4.05741
2.4762, 4.05767
2.4764, 4.05794
2.4766, 4.0582
2.4768, 4.05846
2.477, 4.05873
2.4772, 4.05899
2.4774, 4.05926
2.4776, 4.05952
2.4778, 4.05979
2.478, 4.06005
2.4782, 4.06032
2.4784, 4.06058
2.4786, 4.06085
2.4788, 4.06111
2.479, 4.06138
2.4792, 4.06164
2.4794, 4.06191
2.4796, 4.06217
2.4798, 4.06243
2.48, 4.0627
2.4802, 4.06296
2.4804, 4.06323
2.4806, 4.06349
2.4808, 4.06376
2.481, 4.06402
2.4812, 4.06429
2.4814, 4.06455
2.4816, 4.06482
2.4818, 4.06508
2.482, 4.06534
2.4822, 4.06561
2.4824, 4.06587
2.4826, 4.06614
2.4828, 4.0664
2.483, 4.06667
2.4832, 4.06693
2.4834, 4.0672
2.4836, 4.06746
2.4838, 4.06772
2.484, 4.06799
2.4842, 4.06825
2.4844, 4.06852
2.4846, 4.06878
2.4848, 4.06905
2.485, 4.06931
2.4852, 4.06957
2.4854, 4.06984
2.4856, 4.0701
2.4858, 4.07037
2.486, 4.07063
2.4862, 4.0709
2.4864, 4.07116
2.4866, 4.07143
2.4868, 4.07169
2.487, 4.07195
2.4872, 4.07222
2.4874, 4.07248
2.4876, 4.07275
2.4878, 4.07301
2.488, 4.07327
2.4882, 4.07354
2.4884, 4.0738
2.4886, 4.07407
2.4888, 4.07433
2.489, 4.0746
2.4892, 4.07486
2.4894, 4.07512
2.4896, 4.07539
2.4898, 4.07565
2.49, 4.07592
2.4902, 4.07618
2.4904, 4.07644
2.4906, 4.07671
2.4908, 4.07697
2.491, 4.07724
2.4912, 4.0775
2.4914, 4.07777
2.4916, 4.07803
2.4918, 4.07829
2.492, 4.07856
2.4922, 4.07882
2.4924, 4.07909
2.4926, 4.07935
2.4928, 4.07961
2.493, 4.07988
2.4932, 4.08014
2.4934, 4.08041
2.4936, 4.08067
2.4938, 4.08093
2.494, 4.0812
2.4942, 4.08146
2.4944, 4.08173
2.4946, 4.08199
2.4948, 4.08225
2.495, 4.08252
2.4952, 4.08278
2.4954, 4.08305
2.4956, 4.08331
2.4958, 4.08357
2.496, 4.08384
2.4962, 4.0841
2.4964, 4.08436
2.4966, 4.08463
2.4968, 4.08489
2.497, 4.08516
2.4972, 4.08542
2.4974, 4.08568
2.4976, 4.08595
2.4978, 4.08621
2.498, 4.08648
2.4982, 4.08674
2.4984, 4.087
2.4986, 4.08727
2.4988, 4.08753
2.499, 4.08779
2.4992, 4.08806
2.4994, 4.08832
2.4996, 4.08859
2.4998, 4.08885
2.5, 4.08911
2.5002, 4.08938
2.5004, 4.08964
2.5006, 4.0899
2.5008, 4.09017
2.501, 4.09043
2.5012, 4.09069
2.5014, 4.09096
2.5016, 4.09122
2.5018, 4.09149
2.502, 4.09175
2.5022, 4.09201
2.5024, 4.09228
2.5026, 4.09254
2.5028, 4.0928
2.503, 4.09307
2.5032, 4.09333
2.5034, 4.09359
2.5036, 4.09386
2.5038, 4.09412
2.504, 4.09438
2.5042, 4.09465
2.5044, 4.09491
2.5046, 4.09518
2.5048, 4.09544
2.505, 4.0957
2.5052, 4.09597
2.5054, 4.09623
2.5056, 4.09649
2.5058, 4.09676
2.506, 4.09702
2.5062, 4.09728
2.5064, 4.09755
2.5066, 4.09781
2.5068, 4.09807
2.507, 4.09834
2.5072, 4.0986
2.5074, 4.09886
2.5076, 4.09913
2.5078, 4.09939
2.508, 4.09965
2.5082, 4.09992
2.5084, 4.10018
2.5086, 4.10044
2.5088, 4.10071
2.509, 4.10097
2.5092, 4.10123
2.5094, 4.1015
2.5096, 4.10176
2.5098, 4.10202
2.51, 4.10229
2.5102, 4.10255
2.5104, 4.10281
2.5106, 4.10308
2.5108, 4.10334
2.511, 4.1036
2.5112, 4.10387
2.5114, 4.10413
2.5116, 4.10439
2.5118, 4.10466
2.512, 4.10492
2.5122, 4.10518
2.5124, 4.10544
2.5126, 4.10571
2.5128, 4.10597
2.513, 4.10623
2.5132, 4.1065
2.5134, 4.10676
2.5136, 4.10702
2.5138, 4.10729
2.514, 4.10755
2.5142, 4.10781
2.5144, 4.10808
2.5146, 4.10834
2.5148, 4.1086
2.515, 4.10886
2.5152, 4.10913
2.5154, 4.10939
2.5156, 4.10965
2.5158, 4.10992
2.516, 4.11018
2.5162, 4.11044
2.5164, 4.11071
2.5166, 4.11097
2.5168, 4.11123
2.517, 4.11149
2.5172, 4.11176
2.5174, 4.11202
2.5176, 4.11228
2.5178, 4.11255
2.518, 4.11281
2.5182, 4.11307
2.5184, 4.11334
2.5186, 4.1136
2.5188, 4.11386
2.519, 4.11412
2.5192, 4.11439
2.5194, 4.11465
2.5196, 4.11491
2.5198, 4.11518
2.52, 4.11544
2.5202, 4.1157
2.5204, 4.11596
2.5206, 4.11623
2.5208, 4.11649
2.521, 4.11675
2.5212, 4.11701
2.5214, 4.11728
2.5216, 4.11754
2.5218, 4.1178
2.522, 4.11807
2.5222, 4.11833
2.5224, 4.11859
2.5226, 4.11885
2.5228, 4.11912
2.523, 4.11938
2.5232, 4.11964
2.5234, 4.1199
2.5236, 4.12017
2.5238, 4.12043
2.524, 4.12069
2.5242, 4.12096
2.5244, 4.12122
2.5246, 4.12148
2.5248, 4.12174
2.525, 4.12201
2.5252, 4.12227
2.5254, 4.12253
2.5256, 4.12279
2.5258, 4.12306
2.526, 4.12332
2.5262, 4.12358
2.5264, 4.12384
2.5266, 4.12411
2.5268, 4.12437
2.527, 4.12463
2.5272, 4.12489
2.5274, 4.12516
2.5276, 4.12542
2.5278, 4.12568
2.528, 4.12594
2.5282, 4.12621
2.5284, 4.12647
2.5286, 4.12673
2.5288, 4.12699
2.529, 4.12726
2.5292, 4.12752
2.5294, 4.12778
2.5296, 4.12804
2.5298, 4.12831
2.53, 4.12857
2.5302, 4.12883
2.5304, 4.12909
2.5306, 4.12936
2.5308, 4.12962
2.531, 4.12988
2.5312, 4.13014
2.5314, 4.1304
2.5316, 4.13067
2.5318, 4.13093
2.532, 4.13119
2.5322, 4.13145
2.5324, 4.13172
2.5326, 4.13198
2.5328, 4.13224
2.533, 4.1325
2.5332, 4.13277
2.5334, 4.13303
2.5336, 4.13329
2.5338, 4.13355
2.534, 4.13381
2.5342, 4.13408
2.5344, 4.13434
2.5346, 4.1346
2.5348, 4.13486
2.535, 4.13512
2.5352, 4.13539
2.5354, 4.13565
2.5356, 4.13591
2.5358, 4.13617
2.536, 4.13644
2.5362, 4.1367
2.5364, 4.13696
2.5366, 4.13722
2.5368, 4.13748
2.537, 4.13775
2.5372, 4.13801
2.5374, 4.13827
2.5376, 4.13853
2.5378, 4.13879
2.538, 4.13906
2.5382, 4.13932
2.5384, 4.13958
2.5386, 4.13984
2.5388, 4.1401
2.539, 4.14037
2.5392, 4.14063
2.5394, 4.14089
2.5396, 4.14115
2.5398, 4.14141
2.54, 4.14168
2.5402, 4.14194
2.5404, 4.1422
2.5406, 4.14246
2.5408, 4.14272
2.541, 4.14299
2.5412, 4.14325
2.5414, 4.14351
2.5416, 4.14377
2.5418, 4.14403
2.542, 4.1443
2.5422, 4.14456
2.5424, 4.14482
2.5426, 4.14508
2.5428, 4.14534
2.543, 4.1456
2.5432, 4.14587
2.5434, 4.14613
2.5436, 4.14639
2.5438, 4.14665
2.544, 4.14691
2.5442, 4.14718
2.5444, 4.14744
2.5446, 4.1477
2.5448, 4.14796
2.545, 4.14822
2.5452, 4.14848
2.5454, 4.14875
2.5456, 4.14901
2.5458, 4.14927
2.546, 4.14953
2.5462, 4.14979
2.5464, 4.15005
2.5466, 4.15032
2.5468, 4.15058
2.547, 4.15084
2.5472, 4.1511
2.5474, 4.15136
2.5476, 4.15162
2.5478, 4.15189
2.548, 4.15215
2.5482, 4.15241
2.5484, 4.15267
2.5486, 4.15293
2.5488, 4.15319
2.549, 4.15345
2.5492, 4.15372
2.5494, 4.15398
2.5496, 4.15424
2.5498, 4.1545
2.55, 4.15476
2.5502, 4.15502
2.5504, 4.15529
2.5506, 4.15555
2.5508, 4.15581
2.551, 4.15607
2.5512, 4.15633
2.5514, 4.15659
2.5516, 4.15685
2.5518, 4.15712
2.552, 4.15738
2.5522, 4.15764
2.5524, 4.1579
2.5526, 4.15816
2.5528, 4.15842
2.553, 4.15868
2.5532, 4.15895
2.5534, 4.15921
2.5536, 4.15947
2.5538, 4.15973
2.554, 4.15999
2.5542, 4.16025
2.5544, 4.16051
2.5546, 4.16077
2.5548, 4.16104
2.555, 4.1613
2.5552, 4.16156
2.5554, 4.16182
2.5556, 4.16208
2.5558, 4.16234
2.556, 4.1626
2.5562, 4.16287
2.5564, 4.16313
2.5566, 4.16339
2.5568, 4.16365
2.557, 4.16391
2.5572, 4.16417
2.5574, 4.16443
2.5576, 4.16469
2.5578, 4.16495
2.558, 4.16522
2.5582, 4.16548
2.5584, 4.16574
2.5586, 4.166
2.5588, 4.16626
2.559, 4.16652
2.5592, 4.16678
2.5594, 4.16704
2.5596, 4.1673
2.5598, 4.16757
2.56, 4.16783
2.5602, 4.16809
2.5604, 4.16835
2.5606, 4.16861
2.5608, 4.16887
2.561, 4.16913
2.5612, 4.16939
2.5614, 4.16965
2.5616, 4.16992
2.5618, 4.17018
2.562, 4.17044
2.5622, 4.1707
2.5624, 4.17096
2.5626, 4.17122
2.5628, 4.17148
2.563, 4.17174
2.5632, 4.172
2.5634, 4.17226
2.5636, 4.17252
2.5638, 4.17279
2.564, 4.17305
2.5642, 4.17331
2.5644, 4.17357
2.5646, 4.17383
2.5648, 4.17409
2.565, 4.17435
2.5652, 4.17461
2.5654, 4.17487
2.5656, 4.17513
2.5658, 4.17539
2.566, 4.17566
2.5662, 4.17592
2.5664, 4.17618
2.5666, 4.17644
2.5668, 4.1767
2.567, 4.17696
2.5672, 4.17722
2.5674, 4.17748
2.5676, 4.17774
2.5678, 4.178
2.568, 4.17826
2.5682, 4.17852
2.5684, 4.17878
2.5686, 4.17905
2.5688, 4.17931
2.569, 4.17957
2.5692, 4.17983
2.5694, 4.18009
2.5696, 4.18035
2.5698, 4.18061
