Values, R:100000C:6e-05E:12
Time,Vc
5.4958, 7.19844
5.496, 7.1986
5.4962, 7.19876
5.4964, 7.19892
5.4966, 7.19908
5.4968, 7.19924
5.497, 7.1994
5.4972, 7.19956
5.4974, 7.19972
5.4976, 7.19988
5.4978, 7.20004
5.498, 7.2002
5.4982, 7.20036
5.4984, 7.20052
5.4986, 7.20068
5.4988, 7.20084
5.499, 7.201
5.4992, 7.20116
5.4994, 7.20132
5.4996, 7.20148
5.4998, 7.20164
5.5, 7.2018
5.5002, 7.20196
5.5004, 7.20212
5.5006, 7.20228
5.5008, 7.20244
5.501, 7.2026
5.5012, 7.20276
5.5014, 7.20292
5.5016, 7.20308
5.5018, 7.20324
5.502, 7.2034
5.5022, 7.20356
5.5024, 7.20372
5.5026, 7.20388
5.5028, 7.20404
5.503, 7.2042
5.5032, 7.20436
5.5034, 7.20452
5.5036, 7.20468
5.5038, 7.20484
5.504, 7.205
5.5042, 7.20516
5.5044, 7.20532
5.5046, 7.20548
5.5048, 7.20564
5.505, 7.2058
5.5052, 7.20596
5.5054, 7.20612
5.5056, 7.20628
5.5058, 7.20644
5.506, 7.2066
5.5062, 7.20676
5.5064, 7.20692
5.5066, 7.20708
5.5068, 7.20724
5.507, 7.2074
5.5072, 7.20756
5.5074, 7.20772
5.5076, 7.20788
5.5078, 7.20804
5.508, 7.2082
5.5082, 7.20836
5.5084, 7.20852
5.5086, 7.20868
5.5088, 7.20884
5.509, 7.209
5.5092, 7.20916
5.5094, 7.20932
5.5096, 7.20948
5.5098, 7.20963
5.51, 7.20979
5.5102, 7.20995
5.5104, 7.21011
5.5106, 7.21027
5.5108, 7.21043
5.511, 7.21059
5.5112, 7.21075
5.5114, 7.21091
5.5116, 7.21107
5.5118, 7.21123
5.512, 7.21139
5.5122, 7.21155
5.5124, 7.21171
5.5126, 7.21187
5.5128, 7.21203
5.513, 7.21219
5.5132, 7.21235
5.5134, 7.21251
5.5136, 7.21267
5.5138, 7.21283
5.514, 7.21299
5.5142, 7.21315
5.5144, 7.21331
5.5146, 7.21347
5.5148, 7.21363
5.515, 7.21378
5.5152, 7.21394
5.5154, 7.2141
5.5156, 7.21426
5.5158, 7.21442
5.516, 7.21458
5.5162, 7.21474
5.5164, 7.2149
5.5166, 7.21506
5.5168, 7.21522
5.517, 7.21538
5.5172, 7.21554
5.5174, 7.2157
5.5176, 7.21586
5.5178, 7.21602
5.518, 7.21618
5.5182, 7.21634
5.5184, 7.2165
5.5186, 7.21666
5.5188, 7.21681
5.519, 7.21697
5.5192, 7.21713
5.5194, 7.21729
5.5196, 7.21745
5.5198, 7.21761
5.52, 7.21777
5.5202, 7.21793
5.5204, 7.21809
5.5206, 7.21825
5.5208, 7.21841
5.521, 7.21857
5.5212, 7.21873
5.5214, 7.21889
5.5216, 7.21905
5.5218, 7.21921
5.522, 7.21937
5.5222, 7.21952
5.5224, 7.21968
5.5226, 7.21984
5.5228, 7.22
5.523, 7.22016
5.5232, 7.22032
5.5234, 7.22048
5.5236, 7.22064
5.5238, 7.2208
5.524, 7.22096
5.5242, 7.22112
5.5244, 7.22128
5.5246, 7.22144
5.5248, 7.2216
5.525, 7.22176
5.5252, 7.22191
5.5254, 7.22207
5.5256, 7.22223
5.5258, 7.22239
5.526, 7.22255
5.5262, 7.22271
5.5264, 7.22287
5.5266, 7.22303
5.5268, 7.22319
5.527, 7.22335
5.5272, 7.22351
5.5274, 7.22367
5.5276, 7.22383
5.5278, 7.22398
5.528, 7.22414
5.5282, 7.2243
5.5284, 7.22446
5.5286, 7.22462
5.5288, 7.22478
5.529, 7.22494
5.5292, 7.2251
5.5294, 7.22526
5.5296, 7.22542
5.5298, 7.22558
5.53, 7.22574
5.5302, 7.22589
5.5304, 7.22605
5.5306, 7.22621
5.5308, 7.22637
5.531, 7.22653
5.5312, 7.22669
5.5314, 7.22685
5.5316, 7.22701
5.5318, 7.22717
5.532, 7.22733
5.5322, 7.22749
5.5324, 7.22764
5.5326, 7.2278
5.5328, 7.22796
5.533, 7.22812
5.5332, 7.22828
5.5334, 7.22844
5.5336, 7.2286
5.5338, 7.22876
5.534, 7.22892
5.5342, 7.22908
5.5344, 7.22924
5.5346, 7.22939
5.5348, 7.22955
5.535, 7.22971
5.5352, 7.22987
5.5354, 7.23003
5.5356, 7.23019
5.5358, 7.23035
5.536, 7.23051
5.5362, 7.23067
5.5364, 7.23083
5.5366, 7.23098
5.5368, 7.23114
5.537, 7.2313
5.5372, 7.23146
5.5374, 7.23162
5.5376, 7.23178
5.5378, 7.23194
5.538, 7.2321
5.5382, 7.23226
5.5384, 7.23241
5.5386, 7.23257
5.5388, 7.23273
5.539, 7.23289
5.5392, 7.23305
5.5394, 7.23321
5.5396, 7.23337
5.5398, 7.23353
5.54, 7.23369
5.5402, 7.23384
5.5404, 7.234
5.5406, 7.23416
5.5408, 7.23432
5.541, 7.23448
5.5412, 7.23464
5.5414, 7.2348
5.5416, 7.23496
5.5418, 7.23512
5.542, 7.23527
5.5422, 7.23543
5.5424, 7.23559
5.5426, 7.23575
5.5428, 7.23591
5.543, 7.23607
5.5432, 7.23623
5.5434, 7.23639
5.5436, 7.23654
5.5438, 7.2367
5.544, 7.23686
5.5442, 7.23702
5.5444, 7.23718
5.5446, 7.23734
5.5448, 7.2375
5.545, 7.23766
5.5452, 7.23781
5.5454, 7.23797
5.5456, 7.23813
5.5458, 7.23829
5.546, 7.23845
5.5462, 7.23861
5.5464, 7.23877
5.5466, 7.23893
5.5468, 7.23908
5.547, 7.23924
5.5472, 7.2394
5.5474, 7.23956
5.5476, 7.23972
5.5478, 7.23988
5.548, 7.24004
5.5482, 7.2402
5.5484, 7.24035
5.5486, 7.24051
5.5488, 7.24067
5.549, 7.24083
5.5492, 7.24099
5.5494, 7.24115
5.5496, 7.24131
5.5498, 7.24146
5.55, 7.24162
5.5502, 7.24178
5.5504, 7.24194
5.5506, 7.2421
5.5508, 7.24226
5.551, 7.24242
5.5512, 7.24257
5.5514, 7.24273
5.5516, 7.24289
5.5518, 7.24305
5.552, 7.24321
5.5522, 7.24337
5.5524, 7.24353
5.5526, 7.24368
5.5528, 7.24384
5.553, 7.244
5.5532, 7.24416
5.5534, 7.24432
5.5536, 7.24448
5.5538, 7.24464
5.554, 7.24479
5.5542, 7.24495
5.5544, 7.24511
5.5546, 7.24527
5.5548, 7.24543
5.555, 7.24559
5.5552, 7.24575
5.5554, 7.2459
5.5556, 7.24606
5.5558, 7.24622
5.556, 7.24638
5.5562, 7.24654
5.5564, 7.2467
5.5566, 7.24685
5.5568, 7.24701
5.557, 7.24717
5.5572, 7.24733
5.5574, 7.24749
5.5576, 7.24765
5.5578, 7.2478
5.558, 7.24796
5.5582, 7.24812
5.5584, 7.24828
5.5586, 7.24844
5.5588, 7.2486
5.559, 7.24876
5.5592, 7.24891
5.5594, 7.24907
5.5596, 7.24923
5.5598, 7.24939
5.56, 7.24955
5.5602, 7.24971
5.5604, 7.24986
5.5606, 7.25002
5.5608, 7.25018
5.561, 7.25034
5.5612, 7.2505
5.5614, 7.25066
5.5616, 7.25081
5.5618, 7.25097
5.562, 7.25113
5.5622, 7.25129
5.5624, 7.25145
5.5626, 7.25161
5.5628, 7.25176
5.563, 7.25192
5.5632, 7.25208
5.5634, 7.25224
5.5636, 7.2524
5.5638, 7.25255
5.564, 7.25271
5.5642, 7.25287
5.5644, 7.25303
5.5646, 7.25319
5.5648, 7.25335
5.565, 7.2535
5.5652, 7.25366
5.5654, 7.25382
5.5656, 7.25398
5.5658, 7.25414
5.566, 7.2543
5.5662, 7.25445
5.5664, 7.25461
5.5666, 7.25477
5.5668, 7.25493
5.567, 7.25509
5.5672, 7.25524
5.5674, 7.2554
5.5676, 7.25556
5.5678, 7.25572
5.568, 7.25588
5.5682, 7.25603
5.5684, 7.25619
5.5686, 7.25635
5.5688, 7.25651
5.569, 7.25667
5.5692, 7.25683
5.5694, 7.25698
5.5696, 7.25714
5.5698, 7.2573
5.57, 7.25746
5.5702, 7.25762
5.5704, 7.25777
5.5706, 7.25793
5.5708, 7.25809
5.571, 7.25825
5.5712, 7.25841
5.5714, 7.25856
5.5716, 7.25872
5.5718, 7.25888
5.572, 7.25904
5.5722, 7.2592
5.5724, 7.25935
5.5726, 7.25951
5.5728, 7.25967
5.573, 7.25983
5.5732, 7.25999
5.5734, 7.26014
5.5736, 7.2603
5.5738, 7.26046
5.574, 7.26062
5.5742, 7.26078
5.5744, 7.26093
5.5746, 7.26109
5.5748, 7.26125
5.575, 7.26141
5.5752, 7.26157
5.5754, 7.26172
5.5756, 7.26188
5.5758, 7.26204
5.576, 7.2622
5.5762, 7.26236
5.5764, 7.26251
5.5766, 7.26267
5.5768, 7.26283
5.577, 7.26299
5.5772, 7.26315
5.5774, 7.2633
5.5776, 7.26346
5.5778, 7.26362
5.578, 7.26378
5.5782, 7.26393
5.5784, 7.26409
5.5786, 7.26425
5.5788, 7.26441
5.579, 7.26457
5.5792, 7.26472
5.5794, 7.26488
5.5796, 7.26504
5.5798, 7.2652
5.58, 7.26536
5.5802, 7.26551
5.5804, 7.26567
5.5806, 7.26583
5.5808, 7.26599
5.581, 7.26614
5.5812, 7.2663
5.5814, 7.26646
5.5816, 7.26662
5.5818, 7.26678
5.582, 7.26693
5.5822, 7.26709
5.5824, 7.26725
5.5826, 7.26741
5.5828, 7.26756
5.583, 7.26772
5.5832, 7.26788
5.5834, 7.26804
5.5836, 7.2682
5.5838, 7.26835
5.584, 7.26851
5.5842, 7.26867
5.5844, 7.26883
5.5846, 7.26898
5.5848, 7.26914
5.585, 7.2693
5.5852, 7.26946
5.5854, 7.26961
5.5856, 7.26977
5.5858, 7.26993
5.586, 7.27009
5.5862, 7.27025
5.5864, 7.2704
5.5866, 7.27056
5.5868, 7.27072
5.587, 7.27088
5.5872, 7.27103
5.5874, 7.27119
5.5876, 7.27135
5.5878, 7.27151
5.588, 7.27166
5.5882, 7.27182
5.5884, 7.27198
5.5886, 7.27214
5.5888, 7.27229
5.589, 7.27245
5.5892, 7.27261
5.5894, 7.27277
5.5896, 7.27292
5.5898, 7.27308
5.59, 7.27324
5.5902, 7.2734
5.5904, 7.27356
5.5906, 7.27371
5.5908, 7.27387
5.591, 7.27403
5.5912, 7.27419
5.5914, 7.27434
5.5916, 7.2745
5.5918, 7.27466
5.592, 7.27482
5.5922, 7.27497
5.5924, 7.27513
5.5926, 7.27529
5.5928, 7.27545
5.593, 7.2756
5.5932, 7.27576
5.5934, 7.27592
5.5936, 7.27608
5.5938, 7.27623
5.594, 7.27639
5.5942, 7.27655
5.5944, 7.2767
5.5946, 7.27686
5.5948, 7.27702
5.595, 7.27718
5.5952, 7.27733
5.5954, 7.27749
5.5956, 7.27765
5.5958, 7.27781
5.596, 7.27796
5.5962, 7.27812
5.5964, 7.27828
5.5966, 7.27844
5.5968, 7.27859
5.597, 7.27875
5.5972, 7.27891
5.5974, 7.27907
5.5976, 7.27922
5.5978, 7.27938
5.598, 7.27954
5.5982, 7.2797
5.5984, 7.27985
5.5986, 7.28001
5.5988, 7.28017
5.599, 7.28032
5.5992, 7.28048
5.5994, 7.28064
5.5996, 7.2808
5.5998, 7.28095
5.6, 7.28111
5.6002, 7.28127
5.6004, 7.28143
5.6006, 7.28158
5.6008, 7.28174
5.601, 7.2819
5.6012, 7.28206
5.6014, 7.28221
5.6016, 7.28237
5.6018, 7.28253
5.602, 7.28268
5.6022, 7.28284
5.6024, 7.283
5.6026, 7.28316
5.6028, 7.28331
5.603, 7.28347
5.6032, 7.28363
5.6034, 7.28378
5.6036, 7.28394
5.6038, 7.2841
5.604, 7.28426
5.6042, 7.28441
5.6044, 7.28457
5.6046, 7.28473
5.6048, 7.28488
5.605, 7.28504
5.6052, 7.2852
5.6054, 7.28536
5.6056, 7.28551
5.6058, 7.28567
5.606, 7.28583
5.6062, 7.28599
5.6064, 7.28614
5.6066, 7.2863
5.6068, 7.28646
5.607, 7.28661
5.6072, 7.28677
5.6074, 7.28693
5.6076, 7.28708
5.6078, 7.28724
5.608, 7.2874
5.6082, 7.28756
5.6084, 7.28771
5.6086, 7.28787
5.6088, 7.28803
5.609, 7.28818
5.6092, 7.28834
5.6094, 7.2885
5.6096, 7.28866
5.6098, 7.28881
5.61, 7.28897
5.6102, 7.28913
5.6104, 7.28928
5.6106, 7.28944
5.6108, 7.2896
5.611, 7.28975
5.6112, 7.28991
5.6114, 7.29007
5.6116, 7.29023
5.6118, 7.29038
5.612, 7.29054
5.6122, 7.2907
5.6124, 7.29085
5.6126, 7.29101
5.6128, 7.29117
5.613, 7.29132
5.6132, 7.29148
5.6134, 7.29164
5.6136, 7.2918
5.6138, 7.29195
5.614, 7.29211
5.6142, 7.29227
5.6144, 7.29242
5.6146, 7.29258
5.6148, 7.29274
5.615, 7.29289
5.6152, 7.29305
5.6154, 7.29321
5.6156, 7.29336
5.6158, 7.29352
5.616, 7.29368
5.6162, 7.29384
5.6164, 7.29399
5.6166, 7.29415
5.6168, 7.29431
5.617, 7.29446
5.6172, 7.29462
5.6174, 7.29478
5.6176, 7.29493
5.6178, 7.29509
5.618, 7.29525
5.6182, 7.2954
5.6184, 7.29556
5.6186, 7.29572
5.6188, 7.29587
5.619, 7.29603
5.6192, 7.29619
5.6194, 7.29634
5.6196, 7.2965
5.6198, 7.29666
5.62, 7.29681
5.6202, 7.29697
5.6204, 7.29713
5.6206, 7.29729
5.6208, 7.29744
5.621, 7.2976
5.6212, 7.29776
5.6214, 7.29791
5.6216, 7.29807
5.6218, 7.29823
5.622, 7.29838
5.6222, 7.29854
5.6224, 7.2987
5.6226, 7.29885
5.6228, 7.29901
5.623, 7.29917
5.6232, 7.29932
5.6234, 7.29948
5.6236, 7.29964
5.6238, 7.29979
5.624, 7.29995
5.6242, 7.30011
5.6244, 7.30026
5.6246, 7.30042
5.6248, 7.30058
5.625, 7.30073
5.6252, 7.30089
5.6254, 7.30105
5.6256, 7.3012
5.6258, 7.30136
5.626, 7.30152
5.6262, 7.30167
5.6264, 7.30183
5.6266, 7.30199
5.6268, 7.30214
5.627, 7.3023
5.6272, 7.30246
5.6274, 7.30261
5.6276, 7.30277
5.6278, 7.30292
5.628, 7.30308
5.6282, 7.30324
5.6284, 7.30339
5.6286, 7.30355
5.6288, 7.30371
5.629, 7.30386
5.6292, 7.30402
5.6294, 7.30418
5.6296, 7.30433
5.6298, 7.30449
5.63, 7.30465
5.6302, 7.3048
5.6304, 7.30496
5.6306, 7.30512
5.6308, 7.30527
5.631, 7.30543
5.6312, 7.30559
5.6314, 7.30574
5.6316, 7.3059
5.6318, 7.30606
5.632, 7.30621
5.6322, 7.30637
5.6324, 7.30652
5.6326, 7.30668
5.6328, 7.30684
5.633, 7.30699
5.6332, 7.30715
5.6334, 7.30731
5.6336, 7.30746
5.6338, 7.30762
5.634, 7.30778
5.6342, 7.30793
5.6344, 7.30809
5.6346, 7.30825
5.6348, 7.3084
5.635, 7.30856
5.6352, 7.30871
5.6354, 7.30887
5.6356, 7.30903
5.6358, 7.30918
5.636, 7.30934
5.6362, 7.3095
5.6364, 7.30965
5.6366, 7.30981
5.6368, 7.30997
5.637, 7.31012
5.6372, 7.31028
5.6374, 7.31043
5.6376, 7.31059
5.6378, 7.31075
5.638, 7.3109
5.6382, 7.31106
5.6384, 7.31122
5.6386, 7.31137
5.6388, 7.31153
5.639, 7.31168
5.6392, 7.31184
5.6394, 7.312
5.6396, 7.31215
5.6398, 7.31231
5.64, 7.31247
5.6402, 7.31262
5.6404, 7.31278
5.6406, 7.31293
5.6408, 7.31309
5.641, 7.31325
5.6412, 7.3134
5.6414, 7.31356
5.6416, 7.31372
5.6418, 7.31387
5.642, 7.31403
5.6422, 7.31418
5.6424, 7.31434
5.6426, 7.3145
5.6428, 7.31465
5.643, 7.31481
5.6432, 7.31497
5.6434, 7.31512
5.6436, 7.31528
5.6438, 7.31543
5.644, 7.31559
5.6442, 7.31575
5.6444, 7.3159
5.6446, 7.31606
5.6448, 7.31621
5.645, 7.31637
5.6452, 7.31653
5.6454, 7.31668
5.6456, 7.31684
5.6458, 7.317
5.646, 7.31715
5.6462, 7.31731
5.6464, 7.31746
5.6466, 7.31762
5.6468, 7.31778
5.647, 7.31793
5.6472, 7.31809
5.6474, 7.31824
5.6476, 7.3184
5.6478, 7.31856
5.648, 7.31871
5.6482, 7.31887
5.6484, 7.31902
5.6486, 7.31918
5.6488, 7.31934
5.649, 7.31949
5.6492, 7.31965
5.6494, 7.3198
5.6496, 7.31996
5.6498, 7.32012
5.65, 7.32027
5.6502, 7.32043
5.6504, 7.32058
5.6506, 7.32074
5.6508, 7.3209
5.651, 7.32105
5.6512, 7.32121
5.6514, 7.32136
5.6516, 7.32152
5.6518, 7.32168
5.652, 7.32183
5.6522, 7.32199
5.6524, 7.32214
5.6526, 7.3223
5.6528, 7.32246
5.653, 7.32261
5.6532, 7.32277
5.6534, 7.32292
5.6536, 7.32308
5.6538, 7.32323
5.654, 7.32339
5.6542, 7.32355
5.6544, 7.3237
5.6546, 7.32386
5.6548, 7.32401
5.655, 7.32417
5.6552, 7.32433
5.6554, 7.32448
5.6556, 7.32464
5.6558, 7.32479
5.656, 7.32495
5.6562, 7.32511
5.6564, 7.32526
5.6566, 7.32542
5.6568, 7.32557
5.657, 7.32573
5.6572, 7.32588
5.6574, 7.32604
5.6576, 7.3262
5.6578, 7.32635
5.658, 7.32651
5.6582, 7.32666
5.6584, 7.32682
5.6586, 7.32697
5.6588, 7.32713
5.659, 7.32729
5.6592, 7.32744
5.6594, 7.3276
5.6596, 7.32775
5.6598, 7.32791
5.66, 7.32807
5.6602, 7.32822
5.6604, 7.32838
5.6606, 7.32853
5.6608, 7.32869
5.661, 7.32884
5.6612, 7.329
5.6614, 7.32916
5.6616, 7.32931
5.6618, 7.32947
5.662, 7.32962
5.6622, 7.32978
5.6624, 7.32993
5.6626, 7.33009
5.6628, 7.33024
5.663, 7.3304
5.6632, 7.33056
5.6634, 7.33071
5.6636, 7.33087
5.6638, 7.33102
5.664, 7.33118
5.6642, 7.33133
5.6644, 7.33149
5.6646, 7.33165
5.6648, 7.3318
5.665, 7.33196
5.6652, 7.33211
5.6654, 7.33227
5.6656, 7.33242
5.6658, 7.33258
5.666, 7.33273
5.6662, 7.33289
5.6664, 7.33305
5.6666, 7.3332
5.6668, 7.33336
5.667, 7.33351
5.6672, 7.33367
5.6674, 7.33382
5.6676, 7.33398
5.6678, 7.33413
5.668, 7.33429
5.6682, 7.33445
5.6684, 7.3346
5.6686, 7.33476
5.6688, 7.33491
5.669, 7.33507
5.6692, 7.33522
5.6694, 7.33538
5.6696, 7.33553
5.6698, 7.33569
5.67, 7.33585
5.6702, 7.336
5.6704, 7.33616
5.6706, 7.33631
5.6708, 7.33647
5.671, 7.33662
5.6712, 7.33678
5.6714, 7.33693
5.6716, 7.33709
5.6718, 7.33724
5.672, 7.3374
5.6722, 7.33756
5.6724, 7.33771
5.6726, 7.33787
5.6728, 7.33802
5.673, 7.33818
5.6732, 7.33833
5.6734, 7.33849
5.6736, 7.33864
5.6738, 7.3388
5.674, 7.33895
5.6742, 7.33911
5.6744, 7.33926
5.6746, 7.33942
5.6748, 7.33957
5.675, 7.33973
5.6752, 7.33989
5.6754, 7.34004
5.6756, 7.3402
5.6758, 7.34035
5.676, 7.34051
5.6762, 7.34066
5.6764, 7.34082
5.6766, 7.34097
5.6768, 7.34113
5.677, 7.34128
5.6772, 7.34144
5.6774, 7.34159
5.6776, 7.34175
5.6778, 7.3419
5.678, 7.34206
5.6782, 7.34222
5.6784, 7.34237
5.6786, 7.34253
5.6788, 7.34268
5.679, 7.34284
5.6792, 7.34299
5.6794, 7.34315
5.6796, 7.3433
5.6798, 7.34346
5.68, 7.34361
5.6802, 7.34377
5.6804, 7.34392
5.6806, 7.34408
5.6808, 7.34423
5.681, 7.34439
5.6812, 7.34454
5.6814, 7.3447
5.6816, 7.34485
5.6818, 7.34501
5.682, 7.34516
5.6822, 7.34532
5.6824, 7.34547
5.6826, 7.34563
5.6828, 7.34578
5.683, 7.34594
5.6832, 7.3461
5.6834, 7.34625
5.6836, 7.34641
5.6838, 7.34656
5.684, 7.34672
5.6842, 7.34687
5.6844, 7.34703
5.6846, 7.34718
5.6848, 7.34734
5.685, 7.34749
5.6852, 7.34765
5.6854, 7.3478
5.6856, 7.34796
5.6858, 7.34811
5.686, 7.34827
5.6862, 7.34842
5.6864, 7.34858
5.6866, 7.34873
5.6868, 7.34889
5.687, 7.34904
5.6872, 7.3492
5.6874, 7.34935
5.6876, 7.34951
5.6878, 7.34966
5.688, 7.34982
5.6882, 7.34997
5.6884, 7.35013
5.6886, 7.35028
5.6888, 7.35044
5.689, 7.35059
5.6892, 7.35075
5.6894, 7.3509
5.6896, 7.35106
5.6898, 7.35121
5.69, 7.35137
5.6902, 7.35152
5.6904, 7.35168
5.6906, 7.35183
5.6908, 7.35199
5.691, 7.35214
5.6912, 7.3523
5.6914, 7.35245
5.6916, 7.35261
5.6918, 7.35276
5.692, 7.35292
5.6922, 7.35307
5.6924, 7.35323
5.6926, 7.35338
5.6928, 7.35354
5.693, 7.35369
5.6932, 7.35385
5.6934, 7.354
5.6936, 7.35415
5.6938, 7.35431
5.694, 7.35446
5.6942, 7.35462
5.6944, 7.35477
5.6946, 7.35493
5.6948, 7.35508
5.695, 7.35524
5.6952, 7.35539
5.6954, 7.35555
5.6956, 7.3557
5.6958, 7.35586
5.696, 7.35601
5.6962, 7.35617
5.6964, 7.35632
5.6966, 7.35648
5.6968, 7.35663
5.697, 7.35679
5.6972, 7.35694
5.6974, 7.3571
5.6976, 7.35725
5.6978, 7.35741
5.698, 7.35756
5.6982, 7.35772
5.6984, 7.35787
5.6986, 7.35802
5.6988, 7.35818
5.699, 7.35833
5.6992, 7.35849
5.6994, 7.35864
5.6996, 7.3588
5.6998, 7.35895
5.7, 7.35911
5.7002, 7.35926
5.7004, 7.35942
5.7006, 7.35957
5.7008, 7.35973
5.701, 7.35988
5.7012, 7.36004
5.7014, 7.36019
5.7016, 7.36035
5.7018, 7.3605
5.702, 7.36065
5.7022, 7.36081
5.7024, 7.36096
5.7026, 7.36112
5.7028, 7.36127
5.703, 7.36143
5.7032, 7.36158
5.7034, 7.36174
5.7036, 7.36189
5.7038, 7.36205
5.704, 7.3622
5.7042, 7.36236
5.7044, 7.36251
5.7046, 7.36266
5.7048, 7.36282
5.705, 7.36297
5.7052, 7.36313
5.7054, 7.36328
5.7056, 7.36344
5.7058, 7.36359
5.706, 7.36375
5.7062, 7.3639
5.7064, 7.36406
5.7066, 7.36421
5.7068, 7.36436
5.707, 7.36452
5.7072, 7.36467
5.7074, 7.36483
5.7076, 7.36498
5.7078, 7.36514
5.708, 7.36529
5.7082, 7.36545
5.7084, 7.3656
5.7086, 7.36575
5.7088, 7.36591
5.709, 7.36606
5.7092, 7.36622
5.7094, 7.36637
5.7096, 7.36653
5.7098, 7.36668
5.71, 7.36684
5.7102, 7.36699
5.7104, 7.36714
5.7106, 7.3673
5.7108, 7.36745
5.711, 7.36761
5.7112, 7.36776
5.7114, 7.36792
5.7116, 7.36807
5.7118, 7.36823
5.712, 7.36838
5.7122, 7.36853
5.7124, 7.36869
5.7126, 7.36884
5.7128, 7.369
5.713, 7.36915
5.7132, 7.36931
5.7134, 7.36946
5.7136, 7.36962
5.7138, 7.36977
5.714, 7.36992
5.7142, 7.37008
5.7144, 7.37023
5.7146, 7.37039
5.7148, 7.37054
5.715, 7.3707
5.7152, 7.37085
5.7154, 7.371
5.7156, 7.37116
5.7158, 7.37131
5.716, 7.37147
5.7162, 7.37162
5.7164, 7.37178
5.7166, 7.37193
5.7168, 7.37208
5.717, 7.37224
5.7172, 7.37239
5.7174, 7.37255
5.7176, 7.3727
5.7178, 7.37286
5.718, 7.37301
5.7182, 7.37316
5.7184, 7.37332
5.7186, 7.37347
5.7188, 7.37363
5.719, 7.37378
5.7192, 7.37393
5.7194, 7.37409
5.7196, 7.37424
5.7198, 7.3744
5.72, 7.37455
5.7202, 7.37471
5.7204, 7.37486
5.7206, 7.37501
5.7208, 7.37517
5.721, 7.37532
5.7212, 7.37548
5.7214, 7.37563
5.7216, 7.37578
5.7218, 7.37594
5.722, 7.37609
5.7222, 7.37625
5.7224, 7.3764
5.7226, 7.37656
5.7228, 7.37671
5.723, 7.37686
5.7232, 7.37702
5.7234, 7.37717
5.7236, 7.37733
5.7238, 7.37748
5.724, 7.37763
5.7242, 7.37779
5.7244, 7.37794
5.7246, 7.3781
5.7248, 7.37825
5.725, 7.3784
5.7252, 7.37856
5.7254, 7.37871
5.7256, 7.37887
5.7258, 7.37902
5.726, 7.37917
5.7262, 7.37933
5.7264, 7.37948
5.7266, 7.37964
5.7268, 7.37979
5.727, 7.37994
5.7272, 7.3801
5.7274, 7.38025
5.7276, 7.38041
5.7278, 7.38056
5.728, 7.38071
5.7282, 7.38087
5.7284, 7.38102
5.7286, 7.38118
5.7288, 7.38133
5.729, 7.38148
5.7292, 7.38164
5.7294, 7.38179
5.7296, 7.38195
5.7298, 7.3821
5.73, 7.38225
5.7302, 7.38241
5.7304, 7.38256
5.7306, 7.38272
5.7308, 7.38287
5.731, 7.38302
5.7312, 7.38318
5.7314, 7.38333
5.7316, 7.38349
5.7318, 7.38364
5.732, 7.38379
5.7322, 7.38395
5.7324, 7.3841
5.7326, 7.38425
5.7328, 7.38441
5.733, 7.38456
5.7332, 7.38472
5.7334, 7.38487
5.7336, 7.38502
5.7338, 7.38518
5.734, 7.38533
5.7342, 7.38549
5.7344, 7.38564
5.7346, 7.38579
5.7348, 7.38595
5.735, 7.3861
5.7352, 7.38625
5.7354, 7.38641
5.7356, 7.38656
5.7358, 7.38672
5.736, 7.38687
5.7362, 7.38702
5.7364, 7.38718
5.7366, 7.38733
5.7368, 7.38748
5.737, 7.38764
5.7372, 7.38779
5.7374, 7.38795
5.7376, 7.3881
5.7378, 7.38825
5.738, 7.38841
5.7382, 7.38856
5.7384, 7.38871
5.7386, 7.38887
5.7388, 7.38902
5.739, 7.38918
5.7392, 7.38933
5.7394, 7.38948
5.7396, 7.38964
5.7398, 7.38979
5.74, 7.38994
5.7402, 7.3901
5.7404, 7.39025
5.7406, 7.39041
5.7408, 7.39056
5.741, 7.39071
5.7412, 7.39087
5.7414, 7.39102
5.7416, 7.39117
5.7418, 7.39133
5.742, 7.39148
5.7422, 7.39163
5.7424, 7.39179
5.7426, 7.39194
5.7428, 7.39209
5.743, 7.39225
5.7432, 7.3924
5.7434, 7.39256
5.7436, 7.39271
5.7438, 7.39286
5.744, 7.39302
5.7442, 7.39317
5.7444, 7.39332
5.7446, 7.39348
5.7448, 7.39363
5.745, 7.39378
5.7452, 7.39394
5.7454, 7.39409
5.7456, 7.39424
5.7458, 7.3944
5.746, 7.39455
5.7462, 7.39471
5.7464, 7.39486
5.7466, 7.39501
5.7468, 7.39517
5.747, 7.39532
5.7472, 7.39547
5.7474, 7.39563
5.7476, 7.39578
5.7478, 7.39593
5.748, 7.39609
5.7482, 7.39624
5.7484, 7.39639
5.7486, 7.39655
5.7488, 7.3967
5.749, 7.39685
5.7492, 7.39701
5.7494, 7.39716
5.7496, 7.39731
5.7498, 7.39747
5.75, 7.39762
5.7502, 7.39777
5.7504, 7.39793
5.7506, 7.39808
5.7508, 7.39823
5.751, 7.39839
5.7512, 7.39854
5.7514, 7.39869
5.7516, 7.39885
5.7518, 7.399
5.752, 7.39915
5.7522, 7.39931
5.7524, 7.39946
5.7526, 7.39962
5.7528, 7.39977
5.753, 7.39992
5.7532, 7.40008
5.7534, 7.40023
5.7536, 7.40038
5.7538, 7.40054
5.754, 7.40069
5.7542, 7.40084
5.7544, 7.40099
5.7546, 7.40115
